date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-09-29,745686,Grounded Into DP,grounded_into_double_play,True,542932,663559,Jon Berti,Bailey Falter,1,0719d3a5-b496-456b-9bd6-1b2aa04cf688,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,,0.216,0.152,,0.38,,1.23,0.27,-1.24,,91.8,,,92.0,86.1,77.7,0.257,0.415,0.165,,,,,,,0.305,0.61,0.207,0.245,0.304,0.287,,,,,,,0.253,0.432,0.161,,,,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,,,,
2024-09-29,745686,Forceout,force_out,True,542932,663559,Jon Berti,Bailey Falter,1,5a149f65-222d-4381-9331-c61fdddb859a,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,,0.216,0.152,,0.38,,1.23,0.27,-1.24,,91.8,,,92.0,86.1,77.7,0.257,0.415,0.165,,,,,,,0.305,0.61,0.207,0.245,0.304,0.287,,,,,,,0.253,0.432,0.161,,,,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,,,,
2024-09-29,745686,Flyout,field_out,True,542932,666214,Jon Berti,Joey Wentz,0,85122f73-ce1f-4e23-8e5a-7f92750105cb,666214.0,joeywentz,Wentz,Left,Joey Wentz,- - -,4.68,3.67,67.1,98.0,87.0,95.0,0.736,9.76,4.41,8.82,1.07,1.11,0.253,0.423,0.16,0.304,0.388,95.0,94.0,96.0,97.0,106.0,104.0,73.0,94.0,88.0,,,,,,,92.0,100.0,96.0,,0.365,0.313,0.001,0.13,0.191,-1.39,0.82,,-2.42,1.91,-1.45,93.7,85.9,85.7,,80.4,79.3,0.316,0.469,0.175,0.204,0.333,0.364,0.279,0.419,0.404,0.143,0.143,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,745686,Walk,walk,False,542932,669387,Jon Berti,Carmen Mlodzinski,1,5f55bc93-0c72-4a1b-8a2a-9c12cabed6a4,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.38,3.41,50.2,100.0,102.0,103.0,0.774,8.17,3.38,7.28,0.53,1.23,0.275,0.458,0.134,0.282,0.418,114.0,81.0,85.0,,,,95.0,100.0,98.0,,,,118.0,99.0,114.0,93.0,101.0,97.0,,0.398,0.2,0.398,,0.003,1.09,1.68,,-0.03,,-28.1,96.2,92.5,88.6,,86.7,,0.174,0.304,0.255,0.235,0.353,0.143,,,,,,,0.228,0.246,0.321,,,,,,,,,,,,,,,,,,,,,,0.304,0.391,0.339,,,
2024-10-07,775332,Strikeout,strikeout,True,542932,666142,Jon Berti,Cole Ragans,1,832c6b07-e00e-4e11-8a8c-00c31dd932a5,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.213,0.361,0.231,0.348,0.455,0.228,0.183,0.28,0.478,0.14,0.256,0.352,0.21,0.305,0.337,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,,,,,,,,,,,,,,,,
2024-10-07,775332,Lineout,field_out,True,542932,666142,Jon Berti,Cole Ragans,0,d2e937ad-f08e-41b1-a8ca-91d13e75f2a6,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.213,0.361,0.231,0.348,0.455,0.228,0.183,0.28,0.478,0.14,0.256,0.352,0.21,0.305,0.337,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,,,,,,,,,,,,,,,,
2024-10-07,775332,Lineout,field_out,True,542932,663460,Jon Berti,Kris Bubic,0,1344810e-1663-448a-a08a-4e588b6aa5b3,663460.0,krisbubic,Bubic,Left,Kris Bubic,KCR,2.67,1.81,30.1,109.0,99.0,109.0,0.708,11.57,1.48,7.71,0.59,2.16,0.286,0.338,0.182,0.182,0.437,86.0,109.0,108.0,,,,98.0,110.0,111.0,41.0,130.0,118.0,110.0,107.0,107.0,93.0,75.0,71.0,0.028,0.443,0.011,0.353,,0.165,1.37,-2.91,1.26,0.5,,2.19,93.0,86.0,85.2,92.2,83.9,,0.205,0.436,0.347,,,,0.179,0.286,0.341,,,,0.293,0.317,0.253,,,,,,,0.25,0.25,0.111,,,,,,,,,,,,,,,,,,
2024-10-07,775332,Single,single,False,542932,668674,Jon Berti,Lucas Erceg,0,97b10724-1637-4d04-a86e-86c1dc0c7c5c,668674.0,lucaserceg,Erceg,Right,Lucas Erceg,- - -,3.36,3.24,61.2,101.0,109.0,104.0,0.709,10.51,2.34,7.15,0.44,1.51,0.34,0.321,0.226,0.252,0.416,93.0,97.0,105.0,,,,111.0,100.0,99.0,108.0,103.0,104.0,118.0,104.0,109.0,,,,0.213,0.309,,0.279,,0.199,0.13,,2.63,2.51,,-0.64,98.6,,91.0,98.5,85.7,,0.23,0.392,0.285,,,,0.293,0.463,0.375,,,,0.123,0.14,0.375,,,,,,,0.22,0.237,0.204,,,,,,,,,,,,,,,,,,
2024-10-10,775331,Lineout,field_out,True,542932,608379,Jon Berti,Michael Wacha,0,5146075e-87c9-4663-86d8-e6c528b4cead,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.319,0.458,0.148,0.169,0.312,0.341,0.357,0.643,0.174,0.371,0.6,0.373,,,,,,,0.252,0.301,0.099,,,,,,,,,,,,,,,,,,
2024-10-10,775331,Single,single,False,542932,608379,Jon Berti,Michael Wacha,1,e3f3fee0-b8e3-4832-9c4a-2f5edf42d927,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.319,0.458,0.148,0.169,0.312,0.341,0.357,0.643,0.174,0.371,0.6,0.373,,,,,,,0.252,0.301,0.099,,,,,,,,,,,,,,,,,,
2024-10-10,775331,Lineout,field_out,True,542932,672582,Jon Berti,Angel Zerpa,0,5b126e53-55c6-4bdb-8468-aba57025a273,672582.0,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,3.86,4.46,53.2,102.0,90.0,101.0,0.857,8.22,3.19,9.89,1.01,2.31,0.337,0.272,0.166,0.278,0.485,60.0,96.0,85.0,92.0,12.0,40.0,75.0,99.0,89.0,95.0,106.0,105.0,111.0,102.0,109.0,,,,0.432,0.204,,0.259,0.003,0.102,-0.57,,-0.04,0.51,-3.71,-4.45,95.8,,88.6,96.5,86.2,82.2,0.286,0.457,0.145,,,,0.368,0.737,0.282,,,,0.214,0.333,0.212,,,,,,,0.275,0.358,0.115,,,,,,,,,,,,,,,,,,
2024-10-10,775331,Walk,walk,False,542932,669674,Jon Berti,Sam Long,0,e902de5e-39ff-48b1-8c80-687cacb21c57,669674.0,samlong,Long,Left,Sam Long,KCR,3.16,4.0,42.2,94.0,98.0,97.0,0.745,9.28,3.59,7.17,1.05,1.04,0.186,0.478,0.23,0.372,0.409,,,,87.0,91.0,97.0,94.0,96.0,94.0,,,,114.0,98.0,106.0,,,,,0.385,,0.308,0.222,,1.22,,,0.13,-0.45,,94.3,,,,85.5,77.7,0.209,0.373,0.224,,,,,,,0.208,0.375,0.184,0.25,0.365,0.397,,,,,,,,,,,,,84.0,77.0,79.0,0.085,1.08,87.6,0.154,0.154,0.231,,,,,,
2024-10-17,775310,Strikeout,strikeout,True,542932,571510,Jon Berti,Matthew Boyd,0,ff80b0ec-ad59-4e6a-87e6-d09099132243,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.1,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,74.0,101.0,98.0,,,,0.102,0.383,,0.173,0.081,0.262,1.47,,-2.47,1.14,1.41,0.04,92.0,,80.9,91.8,79.5,74.1,0.15,0.25,0.246,,,,0.261,0.37,0.352,0.167,0.25,0.474,0.148,0.222,0.449,,,,,,,0.32,0.64,0.071,,,,,,,,,,,,,,,,,,
2024-10-17,775310,Strikeout,strikeout,True,542932,571510,Jon Berti,Matthew Boyd,0,4cb795b6-1b9a-4104-964d-47a201613495,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.1,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,85.0,100.0,98.0,66.0,100.0,91.0,78.0,101.0,90.0,74.0,101.0,98.0,,,,0.102,0.383,,0.173,0.081,0.262,1.47,,-2.47,1.14,1.41,0.04,92.0,,80.9,91.8,79.5,74.1,0.15,0.25,0.246,,,,0.261,0.37,0.352,0.167,0.25,0.474,0.148,0.222,0.449,,,,,,,0.32,0.64,0.071,,,,,,,,,,,,,,,,,,
2024-10-17,775310,Grounded Into DP,grounded_into_double_play,True,542932,682120,Jon Berti,Tim Herrin,1,8dab16c1-0fa0-4d38-b8fa-dfb34247f01e,682120.0,timherrin,Herrin,Left,Tim Herrin,CLE,1.92,3.24,65.2,99.0,105.0,100.0,0.722,9.32,3.43,5.35,0.27,1.51,0.157,0.396,0.208,0.252,0.432,,,,103.0,101.0,102.0,94.0,97.0,91.0,100.0,97.0,100.0,121.0,100.0,104.0,,,,0.126,0.245,,0.276,0.353,,1.65,,2.54,1.3,2.27,,95.5,,,93.9,87.6,81.6,0.204,0.241,0.165,,,,,,,0.137,0.221,0.42,0.25,0.327,0.308,,,,,,,0.083,0.125,0.098,,,,,,,,,,,,,,,,,,
2024-10-17,775310,Flyout,field_out,True,542932,661403,Jon Berti,Emmanuel Clase,1,b281b252-ca4f-4889-a88a-3c7d1d0b9bc3,661403.0,emmanuelclase,"Clase, E",Right,Emmanuel Clase,CLE,0.61,2.47,74.1,105.0,146.0,114.0,0.758,7.99,1.21,4.72,0.24,2.37,0.255,0.349,0.172,0.224,0.453,,,,,,,206.0,123.0,115.0,137.0,101.0,65.0,145.0,114.0,126.0,146.0,103.0,111.0,0.004,0.012,0.778,0.205,,,-3.42,3.26,0.83,2.84,,,99.8,99.5,,100.7,91.0,,0.5,0.5,0.25,0.15,0.209,0.245,,,,,,,0.145,0.161,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,
