date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023-04-25,6:36 PM.,LAD,PIT,home,Partly Cloudy.,56,592789,2B,4,1,1,0,0,0,0,1,0,0,3,0.286,0.375,0.476,0.851,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.067,0.141,0.222,-1.16,-2.33,-0.93,-2.71,87.3,92.3,85.0,77.9,0.363,0.593,0.138,0.286,0.571,0.218,0.233,0.512,0.22,0.24,0.72,0.083,65.0,109.0,95.0,0.181,,0.68,,92.2,,0.208,0.354,0.182,,,,85.0,103.0,98.0,0.126,-0.49,89.5,0.333,0.489,0.1889999999999999,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,,,,,,,
2023-04-23,1:38 PM.,CIN,PIT,home,Cloudy.,47,668881,2B,4,0,1,0,0,0,0,0,0,2,0,0.294,0.368,0.529,0.897,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,,,,126.0,104.0,112.0,,0.404,,0.053,,0.16,,-2.39,91.1,,87.3,,,,,0.304,0.478,0.242,,,,0.229,0.416,0.392,127.0,103.0,105.0,0.544,,-0.95,,98.3,,0.265,0.518,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,7:00 PM.,CIN,PIT,home,Partly Cloudy.,56,570666,2B,3,0,2,1,0,0,0,0,0,0,0,0.308,0.4,0.615,1.015,570666,luiscessa,Cessa,Right,Luis Cessa,CIN,9.0,9.18,26.0,102.0,84.0,98.0,0.876,3.81,4.15,15.92,1.04,1.52,0.213,0.398,0.167,0.333,0.432,88.0,105.0,110.0,,,,87.0,105.0,96.0,102.0,103.0,104.0,0.166,0.376,,0.222,-7.56,-2.29,,-1.48,86.3,92.0,81.2,,0.522,0.957,0.136,0.346,0.462,0.259,,,,0.389,0.5,0.125,50.0,97.0,77.0,0.235,,-1.2,,91.9,,0.355,0.581,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,6:36 PM.,CIN,PIT,home,Clear.,82,668933,2B,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333,0.5,0.833,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,0.373,,0.0,-1.17,-0.37,,-25.75,90.4,96.5,88.3,,0.286,0.429,0.1,,,,,,,0.221,0.461,0.3289999999999999,,,,,,,,,,,,,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,
2023-04-20,6:36 PM.,CIN,PIT,home,Partly Cloudy.,83,596133,2B,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333,0.5,0.833,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,,,,112.0,101.0,104.0,,0.137,,0.2,,-2.22,,-2.01,86.1,,85.8,,,,,0.316,0.547,0.3229999999999999,0.255,0.691,0.1669999999999999,0.235,0.294,0.321,88.0,102.0,96.0,0.435,0.118,-1.47,-1.56,94.0,81.7,0.311,0.543,0.175,,,,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,,,,,,,,,,,,,,,
2023-04-19,1:10 PM.,COL,PIT,away,Cloudy.,55,596295,DH,1,0,1,1,0,0,1,0,0,0,0,0.2,0.333,0.5,0.833,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.201,,0.181,-5.34,0.96,,-0.07,81.6,90.8,84.8,,0.4,1.0,0.1669999999999999,0.296,0.509,0.1989999999999999,0.226,0.358,0.28,0.275,0.383,0.247,68.0,97.0,85.0,0.439,0.168,-1.99,-0.75,90.6,77.6,0.344,0.656,0.118,90.0,103.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,6:40 PM.,COL,PIT,away,Partly Cloudy.,73,570632,2B,4,1,1,0,1,0,0,0,0,0,0,0.111,0.273,0.333,0.606,570632,joseurena,Ureña,Right,José Ureña,- - -,6.45,5.77,44.2,99.0,90.0,93.0,0.803,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.093,0.411,0.372,61.0,98.0,82.0,,,,107.0,98.0,98.0,101.0,103.0,105.0,0.288,0.253,,0.243,-1.62,-0.94,,-0.46,87.4,95.0,86.2,,0.339,0.589,0.171,0.22,0.39,0.258,,,,0.214,0.452,0.36,90.0,95.0,88.0,0.217,,-4.06,,95.4,,0.351,1.0,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,6:40 PM.,COL,PIT,away,Partly Cloudy.,72,607536,3B,1,0,0,0,0,0,0,0,0,0,0,0.0,0.286,0.0,0.286,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,,,,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.236,,0.122,-0.86,-0.2,,-3.3,84.2,88.7,84.1,,0.349,0.529,0.091,0.435,0.681,0.139,0.261,0.41,0.32,0.246,0.549,0.2,68.0,105.0,90.0,0.184,0.176,1.13,-1.91,88.8,80.6,0.239,0.431,0.127,96.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-16,1:15 PM.,STL,PIT,away,Overcast.,47,571945,2B,2,0,0,0,0,0,0,0,2,0,1,0.0,0.333,0.0,0.333,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.243,0.198,0.054,-1.61,0.62,-0.92,2.68,84.4,92.7,86.4,75.9,0.34,0.54,0.085,0.182,0.382,0.085,0.261,0.387,0.198,0.245,0.375,0.2239999999999999,74.0,112.0,99.0,0.26,0.002,-0.19,-0.89,93.3,68.1,0.29,0.495,0.1889999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,1:14 PM.,STL,PIT,away,Rain.,70,571927,2B,2,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,62.0,82.0,90.0,0.561,0.018,0.148,0.274,0.41,-1.27,-0.6,-0.09,84.2,94.1,88.9,78.5,0.24,0.397,0.247,0.291,0.405,0.289,0.259,0.407,0.2,0.5,0.75,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
